#mpa_v31_CHOCOPhlAn_201901
clade_name	T0101B.A	T0101B.B	T0101B.C	T0101B.D	T0101B.E	T0101B.F	T0101B.G	T0101B.H	T0101B.I	T0101B.J	T0108A.A	T0108A.B	T0108A.C	T0108A.D	T0108A.E	T0108A.F	T0108A.H	T0108A.I	T0108B.A	T0108B.B	T0108B.C	T0108B.D	T0108B.E	T0108B.F	T0108B.H	T0108B.I	T0108B.J	T0122A.B	T0122A.C	T0122A.D	T0122A.E	T0122A.F	T0122A.G	T0122A.H	T0122A.I	T0122A.J	T0122B.A	T0122B.B	T0122B.C	T0122B.D	T0122B.E	T0122B.F	T0122B.G	T0122B.H	T0122B.I	T0132A.B	T0132A.C	T0132A.D	T0132A.E	T0132A.F	T0132A.G	T0132A.H	T0132A.I	T0132A.J	T0132B.A	T0132B.B	T0132B.C	T0132B.D	T0132B.E	T0132B.F	T0132B.G	T0132B.H	T0132B.I	T0132B.J	T0143A.B	T0143A.C	T0143A.D	T0143A.E	T0143A.F	T0143A.G	T0143A.H	T0143A.I	T0160B.B	T0160B.C	T0160B.D	T0160B.E	T0160B.F	T0160B.G	T0160B.H	T0160B.I	T0160B.J	T0168A.A	T0168A.B	T0168A.C	T0168A.D	T0168A.E	T0168A.F	T0168A.G	T0168A.H	T0168A.I	T0168A.J	T0168A.K	T0171A.A	T0171A.B	T0171A.C	T0171A.D	T0171A.E	T0171A.F	T0171A.G	T0171A.H	T0171A.I	T0171A.J	T0171B.B	T0171B.C	T0171B.D	T0171B.E	T0171B.F	T0171B.G	T0171B.H	T0171B.I	T0171B.J	T0171B.K	T0180A.C	T0180A.D	T0180A.E	T0180A.F	T0180A.G	T0180A.I	T0180A.J	T0180A.K	T0180B.A	T0180B.B	T0180B.C	T0180B.D	T0180B.E	T0180B.F	T0180B.G	T0180B.I	T0180B.J	T0180B.K	T0181A.A	T0181A.B	T0181A.C	T0181A.D	T0181A.E	T0181A.F	T0181A.G	T0181A.H	T0181A.I	T0181A.J	T0181A.K	T0181B.A	T0181B.B	T0181B.C	T0181B.D	T0181B.E	T0181B.F	T0181B.G	T0181B.H	T0181B.I	T0181B.J	T0181B.K	T0185A.A	T0185A.B	T0185A.C	T0185A.D	T0185A.E	T0185A.F	T0185A.G	T0185A.H	T0185A.I	T0185A.J
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	0.0	0.0	0.0	0.0	2.36086	2.73606	0.51108	0.0	0.80238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39864	0.63565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66224	0.45365	0.26453	0.00155	0.0	0.0	0.0	0.0	0.0	1.23713	1.08651	0.0	0.03831	0.0	0.0	0.0	0.0	0.0	0.79014	1.16853	1.35837	0.45821	0.78338	0.0	0.0	0.0	0.0	0.0	1.1954	0.0728	0.11645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53129	0.92272	0.19186	0.302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44826	1.42239	0.10235	0.0	0.0	0.16024	0.0	0.04193	0.0	0.0	0.0	3.57743	1.35815	0.95038	0.0	0.03599	0.20919	0.48283	0.04905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299	0.0	0.0	0.0	0.0	1.75288	1.33072	1.35922	0.19776	1.88906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44041	0.49691	0.32253	0.11714	0.0	0.0	0.0	0.0	0.0	0.0	1.98656	0.00697	0.18266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11442	0.0	0.00911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.0	0.0	0.0	0.0	1.14012	0.48584	8.54171	0.54379	6.45284	0.0	0.0	14.79424	20.14402	9.60034	5.2467	12.18883	10.19203	5.17926	0.0	0.0	0.0	0.0	5.55914	3.46399	10.71691	12.00889	9.02424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.71694	20.47509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.14717	10.15946	0.0	4.28309	1.44202	46.11324	23.67567	20.59445	17.80028	33.67429	30.64458	0.0	0.0	0.9825	31.08058	27.89611	22.43128	8.44431	20.71605	18.99578	7.98165	0.0	0.0	0.0	0.0	0.0	0.0	56.99733	11.11156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.27008	11.9485	1.93758	0.0	14.65523	15.1562	0.1685	13.54504	11.00492	7.29537	2.94711	1.93274	0.0	0.0	0.0	0.0	0.0	0.72463	4.99347	4.55578	4.20197	0.0	0.0	0.0	0.0	0.0	0.0	1.71646	4.74409	1.91535	6.92869	0.04031	0.0	0.0	1.38144	0.74485	0.0	0.1101	0.08551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03463	0.1827	0.09621	0.0	0.0	0.0	0.0	5.51665	1.6611	0.0	0.02488	1.50438	21.04692	2.07071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13354	1.55061	1.84642	3.44201	0.0	0.0	0.0	0.0	18.76581	23.90341	24.30609	4.16879	23.40729	14.55859
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	0.0	0.0	0.0	0.0	0.79792	1.52335	0.25757	0.0	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.0	0.0	0.0	0.0	0.62182	0.11577	0.06916	0.0	0.25144	0.0	0.0	0.0	0.0	0.0	4.22407	3.40064	4.57522	2.55254	0.0	0.0	0.0	0.12995	3.95306	3.82322	2.62231	1.10038	1.57032	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1074	0.66416	6.60437	10.93528	5.33835	4.06297	1.73016	3.43436	0.0	0.0	1.21386	1.24662	0.83078	0.84221	0.1354	0.8628	1.0847	1.47708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.59922	15.8953	0.0	0.72047	6.89124	5.06405	0.0	0.0	0.0	2.30739	0.95146	0.0	0.0	0.0	0.0	0.0	0.0	0.74242	0.14443	0.0468	0.1073	0.0	0.0	0.0	0.0	0.0	0.0	1.97467	0.20738	0.0	0.08478	0.0	1.66798	5.50901	26.90815	6.44328	0.01874	0.56145	0.37846	0.0	0.0	0.0	10.92155	15.91301	26.94934	12.60554	0.09276	0.54676	0.32273	0.0	0.0	0.0	0.0	0.0	9.39998	0.00346	0.01953	1.77165	0.0	28.42501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57596	1.41376	4.08748	3.66559	0.0	0.0	0.0	0.0	13.19114	1.77406	2.35543	0.48088	3.50763	1.29225
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.0	0.0	0.0	0.0	0.52447	0.31045	2.51747	0.0	0.48843	0.0	0.0	0.0	0.0	0.0	0.99739	1.19419	1.05238	0.89649	0.0	0.0	0.0	0.0	1.05973	0.77404	0.77595	1.78282	0.52353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93812	0.13191	0.38217	0.92732	1.22492	2.70942	0.0	0.2901	0.0	0.0	0.64624	0.01037	0.2024	0.77522	0.27692	0.82046	0.97731	1.09131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05963	18.34852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42102	0.64078	0.0	0.0	0.0	0.0	0.0	0.0	0.96987	0.44112	0.16389	0.24797	0.0	0.0	0.0	0.0	0.0	0.0	1.97454	0.82809	0.2343	0.55977	0.0	0.0	1.25853	0.70913	2.05578	0.06231	1.47163	0.56629	0.0	0.0	0.0	0.0	0.0	4.21881	3.08627	0.39443	0.45787	0.43891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01148	2.64377	1.20501
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	0.0	0.0	0.0	0.0	0.35438	0.07229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4447	0.0	0.0	0.00542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_piriformis	0.0	0.0	0.0	0.0	0.19712	0.43833	0.0	0.0	0.04336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03561	0.02199	0.18505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.0	0.0	0.0	0.0	0.18909	0.16583	0.27233	0.0	0.22087	0.0	0.0	0.0	0.0	0.04679	0.56727	0.5751	0.05072	0.0	0.0	0.0	0.0	0.05649	0.85259	0.15062	1.54717	0.73464	0.34344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.26325	4.46547	0.0	0.0	0.44609	12.28576	7.40787	0.35943	1.23296	1.79247	1.10394	0.4758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04778	0.13968	0.00831	0.06773	0.0	0.0	0.0	0.0	0.0	0.0	0.08213	0.11386	0.0	0.07009	0.0	0.0	0.0	0.43315	0.84309	0.02946	0.5104	0.1139	0.0	0.0	0.0	0.0	0.0	0.24848	0.98316	0.02321	0.19881	0.11306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09398	0.0	0.18653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07095	0.02696	0.02336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20436	6.03305	4.42842
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_unclassified|s__Clostridium_hiranonis	0.0	0.0	0.0	0.0	0.121	0.17772	0.01427	0.0	0.01517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.0	0.0	0.0	0.0	0.06944	0.18875	1.39917	0.0	0.40273	0.0	0.0	0.0	0.0	0.36775	0.50908	0.17527	0.9768	0.6106	0.0	0.0	0.0	8.63501	0.4513	0.09948	1.80846	1.45086	0.09659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.92275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06579	0.01057	6.00246	1.52623	6.76409	7.59688	4.66514	6.50934	5.51735	4.99105	0.0	0.0	0.72397	5.77724	1.22798	0.19229	0.18069	0.67493	0.82848	0.74839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10828	0.15121	0.05454	0.0	0.0	0.0	0.0	0.0	0.0	0.07104	0.23525	0.05343	0.16443	0.0	0.04663	0.07623	0.12085	0.32163	0.01401	3.14028	0.07217	0.0	0.0	0.0	1.45291	0.82167	0.40199	0.37742	0.2375	0.06767	0.02944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58761	0.13291
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_41	0.0	0.0	0.0	0.0	0.06822	0.20351	0.0	0.0	0.04967	0.0	0.0	0.0	0.0	0.0	0.03181	0.01364	0.0	0.0	0.0	0.0	0.0	0.02287	0.00502	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16767	0.05982	0.09994	0.0	0.0	0.0	0.0	0.0	0.0	0.17093	0.0	0.14842	0.0	0.0	0.0	0.0	0.0	0.09591	0.04953	0.04699	0.06249	0.13169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02345	0.0	0.01582	0.01052	0.11139	0.02426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11051	0.0	0.0	0.0	0.0	0.0	0.01988	0.0	0.0	0.00772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02601	0.0356
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OF09_33XD	0.0	0.0	0.0	0.0	0.05494	0.0632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0.0	0.0	0.0	0.0	0.05084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58	0.0	0.0	0.0	0.0	0.04784	0.08094	0.2973	0.0	0.22652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08041	0.0	0.0	0.0	0.0	0.0	0.0	0.06258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02327	0.01931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21727	0.04892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10907	0.08265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08298	0.05785	0.0106	0.01297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05985	0.0	0.00978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0.0	0.0	0.0	0.0	0.03938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14385	0.0	0.0	0.0	0.12148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10238	0.0	0.0	0.0	0.0	0.0	0.0	0.07031	0.0	0.15262	0.0	0.0	0.0	0.0	0.07919	0.04228	0.0	0.0	0.00559	0.0	0.0	0.0	0.0	0.0	0.0	0.15886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.0	0.01623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55748	0.2358	0.14326	0.22217	0.0	0.0	0.0	0.0	0.0	0.0	0.02989	0.0	0.20088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01942	0.13778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03587	0.0	0.01333
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47	0.0	0.0	0.0	0.0	0.03493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04461	0.06837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00979	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
