#mpa_v31_CHOCOPhlAn_201901
clade_name	1005_01	1006_01	1009_01	1016_01	1018_01	1021_01	1024_01	1025_01	1033_01	1035_01	1040_01	1041_01	1050_01	1055_01	1058_01	1063_01	110_02	1113_01	1124_01	1144_01	1174_01	121_01	135_01	138_01	142_01	144_01	144_02	146_01	149_01	157_01	160_01	163_01	164_01	165_01	171_01	174_01	176_01	178_01	178_02	180_01	184_01	187_01	188_01	190_01	196_01	199_01	2001_01	2007_01	2010_01	2013_01	2016_01	2017_01	2018_01	202_01	2021_01	2023_01	2023_02	2024_01	2028_01	2029_01	2030_01	2031_01	2038_01	2042_01	2047_01	2052_01	2073_01	2076_01	210_01	2115_01	213_01	2136_01	214_01	217_01	218_01	219_01	2197_01	2204_01	2205_01	2215_01	2222_01	223_01	2232_01	228_01	233_01	234_01	235_01	237_01	241_01	243_01	244_01	246_01	246_02	247_01	248_01	252_01	253_02	253_03	257_01	261_01	277_01	278_01	281_01	285_01	287_01	288_01	290_01	293_01	296_01	305_01	307_01	313_01	318_01	327_01	330_01	348_01	349_01	349_02	355_01	360_01	36_01	365_01	365_02	367_01	371_01	373_01	386_01	388_01	388_02	392_01	403_01	405_01	434_02	434_03	440_01	441_01	443_01	45_01	72_01	74_01	76_02	76_03	78_01	84_01	92_01	94_01
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	6.91353	15.42192	12.17061	0.0	1.37616	0.0	0.0	0.0	47.47379	0.0	0.0	0.954	0.45177	44.87374	1.15805	0.0	0.0	4.79671	26.32588	2.17059	15.19183	5.56904	0.0	18.85926	0.0	7.1526	0.12149	0.0	0.0	0.0	0.0	30.32784	1.49078	0.0	1.96137	14.71703	0.0	7.52102	6.85887	0.0	0.0	0.04029	0.95626	7.29828	14.29522	0.0	0.0	9.57473	14.04105	0.0	8.53815	0.0	0.0	0.0	26.87834	0.40685	0.12163	0.0	0.0	0.0	0.0	11.72098	0.29518	0.0	0.0	15.41004	0.0	24.54554	0.0	0.32588	14.48159	0.0	0.03046	1.02005	0.0	0.0	49.97197	0.0	0.06359	0.12418	0.0	4.04996	0.0	0.0	0.0	15.18042	0.0	0.1601	0.0	0.0	3.23998	13.48831	3.36816	0.0	12.17054	0.0	0.04522	0.0	0.0	11.18551	3.12003	0.0	9.68661	2.06989	0.24646	2.57468	0.0	2.93376	0.0	14.95766	1.09751	0.0	0.27513	0.0	3.67107	27.64156	2.32274	0.0	0.0	0.0	3.56046	0.0	0.0	46.24302	0.0	2.76443	0.74829	12.83984	13.12849	0.0	4.26782	0.21638	0.0	0.0	0.471	0.00656	0.10107	3.39264	22.63476	13.8659	37.86712	0.0	24.35895	0.0	0.87331	0.05113
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	3.62398	0.67575	2.59176	91.48183	9.49861	5.16623	6.70754	0.11125	4.01348	2.43148	99.85033	0.76933	1.57946	22.46856	0.81641	99.98868	0.0	3.3461	1.66817	0.12936	0.0	0.13039	2.66856	1.32974	0.70557	0.0248	0.0	1.48957	2.15544	25.94712	47.22861	0.43467	0.0	38.4536	0.27665	3.28872	96.68387	0.11284	0.0	0.2605	0.0955	0.48598	4.18195	0.0	0.02983	1.51768	1.4154	0.00377	0.83507	13.45005	10.59654	1.34598	0.89464	1.59645	7.12921	0.51329	0.04928	50.10827	12.14502	9.15214	0.0	22.21711	0.0	0.0	7.83163	0.3338	8.88858	2.50968	0.0	0.72612	0.45274	0.15515	0.05015	1.94381	0.0	2.00785	21.80007	7.10741	0.0	0.76584	1.16222	0.58519	1.05579	2.22651	2.26326	0.0	0.09175	4.75423	21.48083	1.59753	0.57853	0.41125	0.2333	0.0	0.91759	0.55767	0.08776	0.0	0.00212	0.30711	0.0	0.03622	0.12983	0.0	0.41562	0.0	0.11511	0.0	0.55911	15.35551	0.0	0.0	0.23035	0.0	0.94316	0.26948	0.02852	16.5077	0.0	2.18034	0.0	0.1137	0.12673	0.07711	70.91077	0.56859	0.0	1.07829	0.0	5.48612	18.60926	0.58977	2.10773	1.59554	0.25491	0.25	4.68574	2.68662	2.92388	0.0	0.12075	0.43971	1.78997	0.0	0.39318	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	0.00871	0.0084	0.0	0.34388	0.0	0.02862	0.0	0.0	4.74188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03309	0.0	0.0	0.50524	0.0	0.0	0.0	7.41938	0.0	0.0	0.0	4.04916	0.0	0.0	0.0	0.61129	1.71452	0.24643	0.0	0.0	0.0	0.0	58.54433	0.0	0.0	5.46208	0.0	0.0	0.0	0.0	1.3137	0.03331	0.0	0.0	0.0	11.98335	0.05548	0.0	47.43102	0.0	0.00346	0.0	0.0	2.14555	0.0	0.69396	0.0	0.0	0.0	0.5779	1.51124	1.4389	0.0	0.0	0.0	0.40231	0.0	0.0	5.2074	0.29578	8.82085	0.0	0.0	1.09119	0.06163	1.08808	1.52284	0.0	5.49447	0.0	0.0	0.0	5.86833	4.07072	0.0	4.69812	0.69326	0.0	7.37703	0.0	0.0	0.0	0.03606	0.0	4.91713	34.15625	0.0	0.0	0.0	6.0963	0.0	0.0	0.0	1.47201	0.0	3.25843	0.84067	0.0	0.0	0.0	0.0	0.0	3.46073	5.82927	2.24113	0.0	0.0	0.0	0.0	0.0	6.32446	0.05736	3.34076	0.0	0.13956	0.18986	0.0	8.36048	0.0	0.0	0.15179	0.13231	0.0	0.0	0.0	0.00091	8.88749
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	34.91139	11.08094	3.29288	0.0	47.99278	44.66476	83.15141	17.8464	43.43605	93.39025	0.0	0.0	6.63525	21.23078	16.90984	0.0	3.34388	14.2173	17.11401	1.51232	2.42302	0.0	68.63455	0.0	60.73477	2.75703	12.16237	74.2018	1.69642	0.0	3.6404	0.0	51.1462	0.0	21.77661	0.0	0.0	33.14749	28.65474	21.39327	70.16409	1.97952	15.67129	18.94449	11.60407	98.2564	8.2155	0.34804	8.31226	8.58074	64.87897	0.54326	0.0	2.81528	13.62694	39.3206	13.7079	2.28915	3.84608	25.71591	4.33352	15.68241	33.7597	0.0	90.9139	51.41557	7.5754	5.06545	6.75126	7.15112	2.72386	44.37976	39.51172	11.3396	85.67309	51.54141	0.0	41.86324	18.70486	6.92886	66.06134	15.1776	0.0	1.66386	43.80311	37.51404	31.37304	20.81222	77.18603	0.0	17.92338	0.43449	8.61143	0.0	45.14972	35.65998	34.01989	19.14949	1.87226	18.18606	29.7177	17.38694	64.33019	42.73328	21.9812	5.73294	12.93174	51.19326	29.37432	0.0	36.2357	36.11816	6.07325	33.97304	0.0	57.39176	83.55285	0.0	0.48936	32.85651	48.08357	54.93971	28.17342	1.30056	0.0	48.52414	47.99629	27.41008	20.134	24.96121	0.0	58.92494	20.33945	61.45116	7.74391	7.19569	10.43533	14.56368	4.51334	25.68511	0.0	4.78965	26.60207	12.34746	60.19586	13.45006
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	34.43618	0.24174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59252	0.0	0.0	0.0	0.0	45.93565	0.0	0.0	31.02334	0.0	0.0	0.0	0.0	0.0	0.0	33.64382	0.0	42.93421	0.0	0.00723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.46702	0.0	27.72892	0.0	17.752	0.00923	48.8286	0.0	0.0	8.57427	0.0	0.0	0.0	77.71167	72.64877	0.0	0.0	0.0	0.0	0.0	0.0	34.31155	0.0	4.52527	9.66194	0.0	0.0	49.29092	67.8217	0.0	0.18271	30.86943	33.14025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.83539	0.0	0.0	0.0	0.0	0.0	0.0	65.26286	0.0	0.0	0.0	0.0	0.0	0.0	3.74732
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	18.99851	9.41524	1.55453	0.0	3.72377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.28906	0.0	0.0	0.0	0.0	0.0	11.9807	2.85049	0.0	0.0	0.0	18.40217	15.2474	6.07115	3.64213	6.86256	1.40736	0.78358	0.0	2.17036	0.88398	0.0	2.47419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2275	1.50649	0.0	0.0	6.51912	0.95332	3.4336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.26271	0.0	0.0	0.54826	4.43153	0.0	1.88971	0.0	0.0	0.0	0.0	4.22552	0.0	27.74496	0.0	0.0	0.0	0.0	2.00701	2.03467	0.0	0.0	0.0	0.0	2.77489	0.0	0.0	6.83386	0.0	0.0	1.45637	2.88748	0.0	0.0	0.63101	0.0	0.0	0.0	0.52603	0.0	0.0	3.17718	5.46158	0.0	0.0	0.03484	1.65713	0.0	0.02535	23.13523	0.0	0.0	4.01288	0.0	0.0	0.0	0.0	4.31725	0.0	0.85693	1.39793	0.0	0.0	0.0	0.0	0.0	3.6391	3.15377	3.82959	0.0	0.70769	0.0	0.0	0.0	0.0	0.0	0.0	3.12213
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	6.91353	15.42192	12.17061	0.0	1.37616	0.0	0.0	0.0	47.47379	0.0	0.0	0.954	0.45177	44.87374	1.15805	0.0	0.0	4.79671	26.32588	2.17059	15.19183	5.56904	0.0	18.85926	0.0	7.1526	0.12149	0.0	0.0	0.0	0.0	30.32784	1.49078	0.0	1.96137	14.71703	0.0	7.52102	6.85887	0.0	0.0	0.04029	0.95626	7.29828	14.29522	0.0	0.0	9.57473	14.04105	0.0	8.53815	0.0	0.0	0.0	26.87834	0.40685	0.12163	0.0	0.0	0.0	0.0	11.72098	0.29518	0.0	0.0	15.41004	0.0	24.54554	0.0	0.32588	14.48159	0.0	0.03046	1.02005	0.0	0.0	49.97197	0.0	0.06359	0.12418	0.0	4.04996	0.0	0.0	0.0	15.18042	0.0	0.1601	0.0	0.0	3.23998	13.48831	3.36816	0.0	12.17054	0.0	0.04522	0.0	0.0	11.18551	3.12003	0.0	9.68661	2.06989	0.24646	2.57468	0.0	2.93376	0.0	14.95766	1.09751	0.0	0.27513	0.0	3.67107	27.64156	2.32274	0.0	0.0	0.0	3.56046	0.0	0.0	46.24302	0.0	2.76443	0.74829	12.83984	13.12849	0.0	4.26782	0.21638	0.0	0.0	0.471	0.00656	0.10107	3.39264	22.63476	13.8659	37.86712	0.0	24.35895	0.0	0.87331	0.05113
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	3.62398	0.67575	2.59176	91.48183	9.49861	5.16623	6.70754	0.11125	4.01348	2.43148	99.85033	0.76933	1.56402	22.46856	0.81641	99.98868	0.0	3.3461	1.64698	0.12936	0.0	0.13039	2.66856	1.32974	0.70557	0.0248	0.0	1.48957	2.15544	25.94712	47.22861	0.43467	0.0	38.4536	0.27665	3.28872	96.68387	0.11284	0.0	0.2605	0.0955	0.48598	4.18195	0.0	0.02983	1.51768	1.4154	0.00377	0.83507	13.45005	10.59654	1.34598	0.89464	1.59645	7.12921	0.51329	0.04928	50.09145	12.14295	9.15214	0.0	22.21711	0.0	0.0	7.83163	0.3338	8.88858	2.50968	0.0	0.72612	0.45274	0.15515	0.05015	1.94381	0.0	2.00785	21.80007	7.10741	0.0	0.76584	1.16222	0.58519	1.05183	2.22651	2.26326	0.0	0.09175	4.75423	21.48083	1.59753	0.57853	0.41125	0.2333	0.0	0.91759	0.55767	0.08776	0.0	0.00212	0.30711	0.0	0.03622	0.12983	0.0	0.41562	0.0	0.11511	0.0	0.55911	15.35551	0.0	0.0	0.23035	0.0	0.94316	0.26948	0.02852	16.5077	0.0	2.18034	0.0	0.1137	0.12673	0.07711	70.91077	0.56859	0.0	1.07829	0.0	5.48612	18.60926	0.58977	2.10773	1.59554	0.25491	0.25	4.68574	2.68662	2.92388	0.0	0.12075	0.43971	1.78997	0.0	0.39318	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.1077	28.78598	4.30314	8.17429	1.4766	1.38069	0.03736	0.11794	0.31552	0.69144	0.08356	0.29047	0.44652	0.2212	0.09456	0.0	0.0	0.48133	1.12225	6.92219	1.28076	1.78305	0.0477	60.21484	0.0	0.01456	0.07113	0.0	0.0	73.16719	2.1469	11.06101	0.2415	2.10579	2.07799	4.28522	0.0	0.01459	0.40796	0.66631	0.13184	0.0	4.60759	5.89944	1.82214	0.0	0.00349	8.10651	23.91876	1.31738	15.69029	6.59457	0.01875	0.60539	0.0087	0.0	0.0	0.05795	0.50264	17.60996	0.00342	7.73107	0.18058	0.06875	0.08617	1.99249	0.16126	0.0	0.1836	61.7598	3.32898	0.94754	2.00749	0.0	0.0	0.0	2.64896	45.09426	0.06478	15.3056	5.04752	2.14881	1.61791	2.95375	0.0	0.0	0.0	0.0	0.60367	0.0	0.0	0.0968	0.0	0.0	30.94051	28.66999	1.37334	0.0	46.78357	0.0	0.0	1.29146	0.0	0.0	25.30627	0.0	1.5619	0.0	2.56099	13.36725	0.23452	26.40425	20.0572	0.0	0.38937	0.0	0.0	2.51851	0.0	0.0	6.32742	1.0914	0.86965	15.83887	0.0	0.54098	0.0	19.4832	29.13682	55.43874	0.0	0.01628	0.77661	0.0	0.2738	0.0	16.27244	0.0	0.24111	0.29491	0.00559	16.59596	0.0704	0.01846	0.27833	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	0.00871	0.0084	0.0	0.34388	0.0	0.02862	0.0	0.0	4.74188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03309	0.0	0.0	0.50524	0.0	0.0	0.0	7.41938	0.0	0.0	0.0	4.04916	0.0	0.0	0.0	0.61129	1.71452	0.24643	0.0	0.0	0.0	0.0	58.54433	0.0	0.0	5.46208	0.0	0.0	0.0	0.0	1.3137	0.03331	0.0	0.0	0.0	11.98335	0.05548	0.0	47.43102	0.0	0.00346	0.0	0.0	2.14555	0.0	0.69396	0.0	0.0	0.0	0.5779	1.51124	1.4389	0.0	0.0	0.0	0.40231	0.0	0.0	5.2074	0.29578	8.82085	0.0	0.0	1.09119	0.06163	1.08808	1.52284	0.0	5.49447	0.0	0.0	0.0	5.86833	4.07072	0.0	4.69812	0.69326	0.0	7.37703	0.0	0.0	0.0	0.03606	0.0	4.91713	34.15625	0.0	0.0	0.0	6.0963	0.0	0.0	0.0	1.47201	0.0	3.25843	0.84067	0.0	0.0	0.0	0.0	0.0	3.46073	5.82927	2.24113	0.0	0.0	0.0	0.0	0.0	6.32446	0.05736	3.34076	0.0	0.13956	0.18986	0.0	8.36048	0.0	0.0	0.15179	0.13231	0.0	0.0	0.0	0.00091	8.88749
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	34.91139	11.08094	3.29288	0.0	47.99278	44.66476	83.15141	17.8464	43.43605	93.39025	0.0	0.0	6.63525	21.23078	16.90984	0.0	3.34388	14.2173	17.11401	1.51232	2.42302	0.0	68.63455	0.0	60.73477	2.75703	12.16237	74.2018	1.69642	0.0	3.6404	0.0	51.1462	0.0	21.77661	0.0	0.0	33.14749	28.65474	21.39327	70.16409	1.97952	15.67129	18.94449	11.60407	98.2564	8.2155	0.34804	8.31226	8.58074	64.87897	0.54326	0.0	2.81528	13.62694	39.3206	13.7079	2.28915	3.84608	25.71591	4.33352	15.68241	33.7597	0.0	90.9139	51.41557	7.5754	5.06545	6.75126	7.15112	2.72386	44.37976	39.51172	11.3396	85.67309	51.54141	0.0	41.86324	18.70486	6.92886	66.06134	15.1776	0.0	1.66386	43.80311	37.51404	31.37304	20.81222	77.18603	0.0	17.92338	0.43449	8.61143	0.0	45.14972	35.65998	34.01989	19.14949	1.87226	18.18606	29.7177	17.38694	64.33019	42.73328	21.9812	5.73294	12.93174	51.19326	29.37432	0.0	36.2357	36.11816	6.07325	33.97304	0.0	57.39176	83.55285	0.0	0.48936	32.85651	48.08357	54.93971	28.17342	1.30056	0.0	48.52414	47.99629	27.41008	20.134	24.96121	0.0	58.92494	20.33945	61.45116	7.74391	7.19569	10.43533	14.56368	4.51334	25.68511	0.0	4.78965	26.60207	12.34746	60.19586	13.45006
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	34.43618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59252	0.0	0.0	0.0	0.0	45.93565	0.0	0.0	31.02334	0.0	0.0	0.0	0.0	0.0	0.0	33.64382	0.0	42.93421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.46702	0.0	27.72892	0.0	17.752	0.0	48.8286	0.0	0.0	8.57427	0.0	0.0	0.0	77.71167	72.64877	0.0	0.0	0.0	0.0	0.0	0.0	34.31155	0.0	4.52527	9.66194	0.0	0.0	49.29092	67.8217	0.0	0.18271	30.86943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.83539	0.0	0.0	0.0	0.0	0.0	0.0	65.26286	0.0	0.0	0.0	0.0	0.0	0.0	3.74732
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides	18.99851	0.0	1.55453	0.0	3.72377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.28906	0.0	0.0	0.0	0.0	0.0	11.9807	2.85049	0.0	0.0	0.0	18.40217	14.94047	6.07115	3.64213	6.86256	1.40736	0.78358	0.0	1.15513	0.88398	0.0	2.47419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2275	1.50649	0.0	0.0	6.51912	0.95332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.26271	0.0	0.0	0.54826	4.43153	0.0	1.88971	0.0	0.0	0.0	0.0	0.0	0.0	27.74496	0.0	0.0	0.0	0.0	2.00701	2.03467	0.0	0.0	0.0	0.0	2.77489	0.0	0.0	0.0	0.0	0.0	1.40596	2.88748	0.0	0.0	0.0	0.0	0.0	0.0	0.52603	0.0	0.0	3.17718	5.46158	0.0	0.0	0.0	1.65713	0.0	0.02535	0.42395	0.0	0.0	3.95273	0.0	0.0	0.0	0.0	4.31725	0.0	0.85693	1.39793	0.0	0.0	0.0	0.0	0.0	3.6391	3.15377	3.82959	0.0	0.70769	0.0	0.0	0.0	0.0	0.0	0.0	3.12213
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	6.91353	15.42192	12.17061	0.0	1.37616	0.0	0.0	0.0	47.47379	0.0	0.0	0.954	0.45177	44.87374	1.15805	0.0	0.0	4.79671	26.32588	2.17059	15.19183	5.56904	0.0	18.85926	0.0	7.1526	0.12149	0.0	0.0	0.0	0.0	30.32784	1.49078	0.0	1.96137	14.36628	0.0	7.52102	6.85887	0.0	0.0	0.0	0.95626	6.97591	14.29522	0.0	0.0	9.57473	13.9897	0.0	8.53815	0.0	0.0	0.0	26.83423	0.0	0.0	0.0	0.0	0.0	0.0	11.72098	0.0	0.0	0.0	15.41004	0.0	24.39122	0.0	0.32588	14.48159	0.0	0.01188	1.02005	0.0	0.0	49.97197	0.0	0.0	0.07327	0.0	4.04996	0.0	0.0	0.0	15.18042	0.0	0.0	0.0	0.0	0.0	13.46079	3.34541	0.0	12.17054	0.0	0.04522	0.0	0.0	11.18551	3.12003	0.0	9.5423	0.0	0.24646	2.57468	0.0	2.93376	0.0	14.95766	1.09751	0.0	0.0	0.0	3.67107	27.64156	2.32274	0.0	0.0	0.0	3.56046	0.0	0.0	46.24302	0.0	2.76443	0.74829	12.83984	13.12849	0.0	4.26782	0.21638	0.0	0.0	0.471	0.00656	0.0	3.39264	22.63476	13.8659	37.86712	0.0	24.03078	0.0	0.87331	0.05113
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	3.62398	0.67575	2.59176	91.48183	9.49861	5.16623	6.70754	0.11125	4.01348	2.43148	99.85033	0.76933	1.56402	22.46856	0.81641	99.98868	0.0	3.3461	1.64698	0.12936	0.0	0.13039	2.66856	1.32974	0.70557	0.0248	0.0	1.48957	2.15544	25.94712	47.22861	0.43467	0.0	38.4536	0.27665	3.28872	96.68387	0.11284	0.0	0.2605	0.0955	0.48598	4.18195	0.0	0.02983	1.51768	1.4154	0.00377	0.83507	13.45005	10.59654	1.34598	0.89464	1.59645	7.12921	0.51329	0.04928	50.09145	12.14295	9.15214	0.0	22.21711	0.0	0.0	7.83163	0.3338	8.88858	2.50968	0.0	0.72612	0.45274	0.15515	0.05015	1.94381	0.0	2.00785	21.80007	7.10741	0.0	0.76584	1.16222	0.58519	1.05183	2.22651	2.26326	0.0	0.09175	4.75423	21.48083	1.59753	0.57853	0.41125	0.2333	0.0	0.91759	0.55767	0.08776	0.0	0.00212	0.30711	0.0	0.03622	0.12983	0.0	0.41562	0.0	0.11511	0.0	0.55911	15.35551	0.0	0.0	0.23035	0.0	0.94316	0.26948	0.02852	16.5077	0.0	2.18034	0.0	0.1137	0.12673	0.07711	70.91077	0.56859	0.0	1.07829	0.0	5.48612	18.60926	0.58977	2.10773	1.59554	0.25491	0.25	4.68574	2.68662	2.92388	0.0	0.12075	0.43971	1.78997	0.0	0.39318	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.74054	28.78598	4.30314	8.17429	1.44619	0.49868	0.0	0.11794	0.02203	0.03896	0.0	0.29047	0.44652	0.2212	0.09456	0.0	0.0	0.48133	1.12225	6.92219	1.28076	1.78305	0.0477	60.21484	0.0	0.01456	0.07113	0.0	0.0	73.16719	2.1469	11.06101	0.2415	2.10579	0.0	4.28522	0.0	0.01459	0.40796	0.66631	0.13184	0.0	4.60759	5.89944	1.82214	0.0	0.00349	8.10651	23.91876	1.31738	15.69029	4.06368	0.01875	0.60539	0.0087	0.0	0.0	0.05795	0.50264	17.60996	0.00342	7.73107	0.18058	0.06875	0.08617	1.99249	0.16126	0.0	0.1836	61.7598	3.32898	0.94754	2.00749	0.0	0.0	0.0	2.55686	45.07265	0.06478	15.3056	5.04752	2.14881	1.61791	2.95375	0.0	0.0	0.0	0.0	0.60367	0.0	0.0	0.00072	0.0	0.0	30.94051	28.66999	1.37334	0.0	46.78357	0.0	0.0	1.29146	0.0	0.0	25.30627	0.0	1.5619	0.0	2.56099	13.36725	0.23452	26.40425	20.0572	0.0	0.38937	0.0	0.0	2.51851	0.0	0.0	6.32742	1.0914	0.86965	15.83887	0.0	0.54098	0.0	19.4832	29.13682	55.43874	0.0	0.01628	0.77661	0.0	0.2738	0.0	16.27244	0.0	0.24111	0.29491	0.00559	16.59596	0.0704	0.0	0.27833	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.36715	0.0	0.0	0.0	0.03041	0.88201	0.03736	0.0	0.29349	0.65248	0.08356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0921	0.02161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01846	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	0.00871	0.0084	0.0	0.34388	0.0	0.02862	0.0	0.0	4.74188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03309	0.0	0.0	0.50524	0.0	0.0	0.0	7.41938	0.0	0.0	0.0	4.04916	0.0	0.0	0.0	0.61129	1.71452	0.24643	0.0	0.0	0.0	0.0	58.54433	0.0	0.0	5.46208	0.0	0.0	0.0	0.0	1.3137	0.03331	0.0	0.0	0.0	11.98335	0.0	0.0	47.43102	0.0	0.00346	0.0	0.0	2.14555	0.0	0.69396	0.0	0.0	0.0	0.5779	1.51124	1.4389	0.0	0.0	0.0	0.40231	0.0	0.0	5.2074	0.29578	8.82085	0.0	0.0	1.09119	0.06163	1.08808	1.52284	0.0	5.49447	0.0	0.0	0.0	5.86833	4.07072	0.0	4.69812	0.69326	0.0	7.37703	0.0	0.0	0.0	0.03606	0.0	4.91713	34.15625	0.0	0.0	0.0	6.0963	0.0	0.0	0.0	1.47201	0.0	3.25843	0.84067	0.0	0.0	0.0	0.0	0.0	3.46073	5.82927	2.24113	0.0	0.0	0.0	0.0	0.0	6.32446	0.05736	3.34076	0.0	0.0392	0.18986	0.0	8.36048	0.0	0.0	0.15179	0.13231	0.0	0.0	0.0	0.00091	8.88749
